linea,frase,corpus,menu,status,items,unknown,needs_review,fail_safe,tiempo_ms
598,* 12 pizza hawaiana,adversarial_2k,demo,ok,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 12}]",[],False,False,0.342
599,* 5 cerveza,adversarial_2k,demo,needs_clarification,[],"[""5 cerveza""]",True,True,0.386
600,* 5 tacos,adversarial_2k,demo,needs_clarification,[],"[""5 tacos""]",True,True,0.362
601,* 3x cocacola sin cebolla,adversarial_2k,demo,ok,"[{""product"": ""Coca Cola"", ""quantity"": 3}]",[],False,False,0.402
602,che 7 hamburguesa doble pollo e 777 la que tiene pollo e doce pizza hawaiana e x2333 agua mineral sin cebolla,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 7}, {""product"": ""Pizza Hawaiana"", ""quantity"": 12}, {""product"": ""Agua Mineral"", ""quantity"": 2333}]","[""777 la que tiene pollo""]",False,False,1.664
603,che 777 cocaa cola luego 10 pizza de jaamonn yy que luego 1x reeffresco luego un par de pizza luego 7x pizza ranchera porfa,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 778}, {""product"": ""Pizza Margarita"", ""quantity"": 17}, {""product"": ""Pizza Hawaiana"", ""quantity"": 2}]",[],True,False,1.711
604,che 777 pizza de jamon y queso & una la mega & 2 lo mismo & 5 cocacola cola & 8 algo rico porfa,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 5}]","[""777 pizza de jamon y queso"", ""una la mega"", ""2 lo mismo"", ""8 algo rico porfa""]",False,False,2.414
605,che 7x ensalada cesar | 7x refresco | 60 hamburgesa clasica | 12123 hamburguesa mega | x7 tacoss | 5x cocacola sin cebolla,adversarial_2k,demo,needs_clarification,"[{""product"": ""Ensalada César"", ""quantity"": 7}, {""product"": ""Coca Cola"", ""quantity"": 12}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 12183}]","[""x7 tacoss""]",False,False,2.013
606,che 7x habasurguesa doble pollo + 2 refresco + 60 pizza hawaiana + 60 cerveza + 12123 ensaalada cesar + 8 hamburguesa,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 15}, {""product"": ""Coca Cola"", ""quantity"": 2}, {""product"": ""Pizza Hawaiana"", ""quantity"": 60}, {""product"": ""Ensalada César"", ""quantity"": 12123}]","[""60 cerveza""]",False,False,1.842
607,che 8 coca cola luego x12 habasurguesa doble pollo luego 7 pizzaa maargarita luego 7 pizza luego 12123 hbogruesa luego 2 eso sin cebolla,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 8}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 12135}, {""product"": ""Pizza Margarita"", ""quantity"": 7}, {""product"": ""Pizza Hawaiana"", ""quantity"": 7}]","[""2 eso sin cebolla""]",False,False,1.678
608,che 8 hamburguesa mega,adversarial_2k,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 8}]",[],False,False,0.385
609,* 7 haamburguesa mega,adversarial_2k,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 7}]",[],False,False,0.471
610,* tres algo rico,adversarial_2k,demo,needs_clarification,[],"[""tres algo rico""]",True,True,0.394
611,* 2 enssalaada  ccesar,adversarial_2k,demo,ok,"[{""product"": ""Ensalada César"", ""quantity"": 2}]",[],False,False,0.469
612,che 8x coca cola aparte 2333 piza aparte 15x tacos aparte 4x pizza de jamon y queso aparte 2 tacos aparte 12123 pizza hawaiana para llevar,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 8}, {""product"": ""Pizza Margarita"", ""quantity"": 2333}, {""product"": ""Pizza Hawaiana"", ""quantity"": 12123}]","[""15x tacos"", ""4x pizza de jamon y queso"", ""2 tacos""]",True,False,2.09
613,che 8x hamburguesa ademas tres gaseosa ademas 3 ensalada cesar ademas x2333 pizza mmargarita ademas 2x pizza mexicana ademas cinco la megga para llevar,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 8}, {""product"": ""Coca Cola"", ""quantity"": 3}, {""product"": ""Ensalada César"", ""quantity"": 3}, {""product"": ""Pizza Margarita"", ""quantity"": 2335}]","[""cinco la megga para llevar""]",True,False,1.951
614,che 8x pizza hawaiana,adversarial_2k,demo,ok,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 8}]",[],False,False,0.372
615,* 1 lo mismo porfa,adversarial_2k,demo,needs_clarification,[],"[""1 lo mismo porfa""]",True,True,0.471
616,che OTRA pizza mexicana sin cebolla,adversarial_2k,demo,needs_clarification,[],"[""otra pizza mexicana sin cebolla""]",True,True,0.802
617,che cinco gaseosa + 7 tacos ???,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 5}]","[""7 tacos""]",False,False,0.755
618,che diez taccos * doce eso * x7 pizzahawaiana * dos piza de jamon y queso * 777 piza hawaianaa,adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 784}]","[""diez taccos"", ""dos piza de jamon y queso""]",False,False,1.632
619,che doce cocaacola tambien quiero 12123 pizza hawaiana tambien quiero 777x eso ...,adversarial_2k,demo,ok,"[{""product"": ""Coca Cola"", ""quantity"": 12}, {""product"": ""Pizza Hawaiana"", ""quantity"": 12123}]",[],False,False,0.815
620,che la mitad de una hambuurrggueesa ddoble po con 7 la mega con 7 haamburguesa doble pollo,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 8}]","[""la mitad de"", ""7 la mega  con""]",False,False,1.989
621,che tres eso | 1 haamburguesa doble pollo | 777 refresco gracias,adversarial_2k,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 1}, {""product"": ""Coca Cola"", ""quantity"": 777}]",[],False,False,1.109
622,che una docena de agua mineral * 12123 tacos * 777 hbogruesa * cinco paapas fritas * 2 hamburguesa * 2333 soda porfa,adversarial_2k,demo,needs_clarification,"[{""product"": ""Agua Mineral"", ""quantity"": 12}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 779}, {""product"": ""Coca Cola"", ""quantity"": 2333}]","[""12123 tacos"", ""cinco paapas fritas""]",False,False,1.678
623,che una soda * x10 gaseosa * 12123 ensalada césar * 15 hamburgesa doble carne gracias,adversarial_2k,demo,ok,"[{""product"": ""Coca Cola"", ""quantity"": 11}, {""product"": ""Ensalada César"", ""quantity"": 12123}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 15}]",[],False,False,1.518
624,che x10 burgeerr ademas 10 ensalada cesar ademas 15 hamburguesa clasica ademas la mitad de una hamburguesa doble carne porfa,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 26}, {""product"": ""Ensalada César"", ""quantity"": 10}]","[""la mitad de""]",False,False,1.791
625,che x12 esoaa y 3 hamburguesa doobble caa ???,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 3}]","[""x12 esoaa""]",False,False,0.782
626,"che x2 lo mismo , 60 eso , 60 combbo familiaar , 12 pizza mexicana",adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 12}]","[""x2 lo mismo"", ""60 combbo familiaar""]",True,False,1.24
627,che x2333 cerveza porfa,adversarial_2k,demo,needs_clarification,[],"[""x2333 cerveza porfa""]",True,True,0.429
628,che x3 eso e 2 haamburguesa doble carne e x15 cerveza ???,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 2}]","[""x15 cerveza""]",False,False,1.26
629,che x4 pizza margarita con un par de agua mineral con 8 cocaacola con 777 burger con 60x pizzahawaiana con x2333 hamburgesa doble carne,adversarial_2k,demo,ok,"[{""product"": ""Pizza Margarita"", ""quantity"": 4}, {""product"": ""Agua Mineral"", ""quantity"": 2}, {""product"": ""Coca Cola"", ""quantity"": 8}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 3110}, {""product"": ""Pizza Hawaiana"", ""quantity"": 60}]",[],False,False,2.164
630,che x60 habasurguesa doble pollo * 60 cerveza * 2333 pizzaahawaiana * 60 pizza hawaiana * 2 hamburguesa * 1 pizzaa mexicana,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 62}, {""product"": ""Pizza Hawaiana"", ""quantity"": 2393}]","[""60 cerveza"", ""1 pizzaa mexicana""]",False,False,1.924
631,che x60 piza hawaiaana ademas cinco pizza margarita ademas 777x pizza margarita ademas x777 tacos mañana,adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 60}, {""product"": ""Pizza Margarita"", ""quantity"": 782}]","[""x777 tacos manana""]",False,False,2.122
632,che x7 habasurguesa doble pollo con 60 lo mismmo con 7 hamburguesa clasica con 3 hamburguesa mega con 8 habasurguuesa  doble p con x777 cerveza gracias,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 25}]","[""60 lo mismmo  con"", ""x777 cerveza gracias""]",False,False,2.652
633,che x777 algo rico ; 12 pizzaa hawaaiana ; una hamburgesa mega ...,adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 12}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 1}]","[""x777 algo rico""]",False,False,1.203
634,che x777 pizza mexicana,adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 777}]",[],True,False,0.427
635,* 15 cola,adversarial_2k,demo,ok,"[{""product"": ""Coca Cola"", ""quantity"": 15}]",[],False,False,0.278
636,* una hbogruesa,adversarial_2k,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 1}]",[],False,False,0.2
637,* 12 habasurguesa doble pollo sin cebolla,adversarial_2k,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 12}]",[],False,False,0.746
638,combo familiar con refresco,adversarial_2k,demo,ok,"[{""product"": ""Coca Cola"", ""quantity"": 1}]",[],False,False,0.676
639,dame 1 cerveza e 5 paapas fritas e 12 gaseosa gracias,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 12}]","[""1 cerveza"", ""5 paapas fritas""]",False,False,1.488
640,dame 10x reffresco porfa,adversarial_2k,demo,ok,"[{""product"": ""Coca Cola"", ""quantity"": 10}]",[],False,False,0.425
641,dame 12 cocacolacola y aparte 15 lo mismoaa y aparte 15 gaseosa sin cebolla,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 27}]","[""aparte"", ""15 lo mismoaa"", ""aparte""]",False,False,1.731
642,dame 12 hhaammburguessa doblee ca e 12 soda e 12 lo mismo e 7 soda e 2 ensalada cesar ???,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 12}, {""product"": ""Coca Cola"", ""quantity"": 19}, {""product"": ""Ensalada César"", ""quantity"": 2}]","[""12 lo mismo""]",False,False,1.733
643,dame 12 paapas fritas,adversarial_2k,demo,needs_clarification,[],"[""12 paapas fritas""]",True,True,0.625
644,dame 12 pizzahawaiana * 7 piza hawaiana * diez ensalada cesar * dos piza  hhaawaianna * 7 cerveza * 2 tacos gracias,adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 19}, {""product"": ""Ensalada César"", ""quantity"": 10}]","[""dos piza hhaawaianna"", ""7 cerveza"", ""2 tacos gracias""]",False,False,2.478
645,dame 12123 cocaa cola | 2333 habbaassurguesa  dobble p sin cebolla,adversarial_2k,demo,ok,"[{""product"": ""Coca Cola"", ""quantity"": 12123}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 2333}]",[],False,False,1.167
646,dame 12123 gaseosa ; 12 ppapas ffritaas ; 4x aallgo  riicco ; 60 burger sin cebolla,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 12123}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 60}]","[""12 ppapas ffritaas"", ""4x aallgo riicco""]",False,False,2.248
647,dame 12123 gaseosa y aparte 1 haamburguesa clasica y aparte 60 la que tiene pollo ...,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 12123}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 1}]","[""aparte"", ""aparte"", ""60 la que tiene pollo""]",False,False,1.798
648,dame 12123 tacos con 2 lo mismo con 8 burger con 5 la que tiene pollo con 15x cola con 60 pizzza ranchera,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 8}, {""product"": ""Coca Cola"", ""quantity"": 15}]","[""12123 tacos  con"", ""2 lo mismo  con"", ""5 la que tiene pollo  con"", ""60 piza ranchera""]",False,False,2.362
649,dame 15 agua mineral con 12123 piza margarita con 3 cervezaa con 60 soda con 4 hamburguesa doble pollo con ocho hambburrguesa 🍕🍔,adversarial_2k,demo,needs_clarification,"[{""product"": ""Agua Mineral"", ""quantity"": 15}, {""product"": ""Pizza Margarita"", ""quantity"": 12123}, {""product"": ""Coca Cola"", ""quantity"": 60}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 12}]","[""3 cervezaa  con""]",False,False,2.307
650,dame 15 papas fritas,adversarial_2k,demo,needs_clarification,[],"[""15 papas fritas""]",True,True,0.56
651,* 777 pizaa hawaiana,adversarial_2k,demo,ok,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 777}]",[],False,False,0.365
652,* 12123 gaseosa,adversarial_2k,demo,ok,"[{""product"": ""Coca Cola"", ""quantity"": 12123}]",[],False,False,0.419
653,* 1 piza hawaiana,adversarial_2k,demo,ok,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 1}]",[],False,False,0.347
654,* 8 pizzahawaiana gracias,adversarial_2k,demo,ok,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 8}]",[],False,False,0.422
655,dame 2 burgeraa y aparte una algo rico y aparte quince hamburguesa clasica 🍕🍔,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 17}]","[""aparte"", ""una algo rico"", ""aparte""]",False,False,1.608
656,dame 2 haamburguesa y aparte 4 hbogruesa y aparte tres ensaalada césar,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 6}, {""product"": ""Ensalada César"", ""quantity"": 3}]","[""aparte"", ""aparte""]",False,False,1.376
657,dame 2 hamburguesa + siete ensalada cesar + 3 piizzahawaiana 🍕🍔,adversarial_2k,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 2}, {""product"": ""Ensalada César"", ""quantity"": 7}, {""product"": ""Pizza Hawaiana"", ""quantity"": 3}]",[],False,False,0.8
658,dame 2 la mega * tres hbogruesa * 777 agua mineraal * 60 pizza ranchera,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 3}, {""product"": ""Agua Mineral"", ""quantity"": 777}, {""product"": ""Pizza Margarita"", ""quantity"": 60}]","[""2 la mega""]",True,False,1.813
659,dame 2 piizzaahaawaiana 🍕🍔,adversarial_2k,demo,needs_clarification,[],"[""2 piizzaahaawaiana""]",True,True,0.539
660,dame 2 pizza tambien quiero 7 burgeraa tambien quiero 2333 la mega tambien quiero x7 cerveza tambien quiero 60 ensalada cesar tambien quiero 2 piza hawaiana gracias,adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 4}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 7}, {""product"": ""Ensalada César"", ""quantity"": 60}]","[""2333 la mega"", ""x7 cerveza""]",False,False,1.934
661,dame 2333 pizahawaiana y aparte una docena de hamburgesa clasica y aparte 1 aagua mineral y aparte 2x la que tiene pollo y aparte 8 hamburguesa porfa,adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 2333}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 20}, {""product"": ""Agua Mineral"", ""quantity"": 1}]","[""aparte"", ""aparte"", ""aparte"", ""2x la que tiene pollo"", ""aparte""]",False,False,2.832
662,dame 2333x pizza & 777 hamburgesa clasica porfa,adversarial_2k,demo,ok,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 2333}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 777}]",[],False,False,0.489
663,"dame 2x piizzza hawwaiana , 2 alggo riico porfa",adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 2}]","[""2 alggo riico porfa""]",False,False,0.938
664,dame 3 haamburguesa doble carne y aparte 2 la que tiene pollo y aparte 777 piza porfa,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 3}, {""product"": ""Pizza Margarita"", ""quantity"": 777}]","[""aparte"", ""2 la que tiene pollo"", ""aparte""]",True,False,2.059
665,dame 3 habasurgguesa doble  p luego 15 agua mineral luego 1 cola luego 10 coca cola luego 8x habasurguesa doble pollo para llevar,adversarial_2k,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 11}, {""product"": ""Agua Mineral"", ""quantity"": 15}, {""product"": ""Coca Cola"", ""quantity"": 11}]",[],False,False,1.891
666,dame 3 pizza de jamon y queso & 2333 pizza de jamon y queso 🍕🍔,adversarial_2k,demo,needs_clarification,[],"[""3 pizza de jamon y queso"", ""2333 pizza de jamon y queso""]",True,True,1.085
667,dame 3x taacos e 3 hamburgesa clasica e 1 pizza ranchera e 2 pizza e 10 hamburguesa doble carne e 2333 pizzahawaiana sin cebolla,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 13}, {""product"": ""Pizza Margarita"", ""quantity"": 1}, {""product"": ""Pizza Hawaiana"", ""quantity"": 2335}]","[""3x taacos""]",True,False,2.0
668,dame 4 burger mañana,adversarial_2k,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 4}]",[],False,False,0.503
669,dame 4 hamburguesa doble pollo tambien quiero 2 haamburguessa mega gracias,adversarial_2k,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 6}]",[],False,False,1.114
670,dame 4 hamburguesa e 777 sodaa e 8 hamburguesa clasica e 2 piza hawaiana e 60 piizzahawwaiana gracias,adversarial_2k,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 12}, {""product"": ""Coca Cola"", ""quantity"": 777}, {""product"": ""Pizza Hawaiana"", ""quantity"": 62}]",[],False,False,1.581
671,dame 4 hboggruuesa ademas 12123x cocacola cola mañana,adversarial_2k,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 4}, {""product"": ""Coca Cola"", ""quantity"": 12123}]",[],False,False,0.763
672,"dame 4x la mega , 60 haabasurguesa doble pollo , 15x pizza de jamon y queso , tres piza margarita gracias",adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 60}, {""product"": ""Pizza Margarita"", ""quantity"": 3}]","[""4x la mega"", ""15x pizza de jamon y queso""]",False,False,1.799
673,dame 4x lo mismo | x12123 gaaseosa | x5 gaseosa | 3 cocacola | 777 ensalada césar | 12123 pizzahawaiana ...,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 12131}, {""product"": ""Ensalada César"", ""quantity"": 777}, {""product"": ""Pizza Hawaiana"", ""quantity"": 12123}]","[""4x lo mismo""]",False,False,2.221
674,dame 5 hamburgesa clasica mañana,adversarial_2k,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 5}]",[],False,False,0.484
675,dame 5 laa mega (),adversarial_2k,demo,needs_clarification,[],"[""5 laa mega""]",True,True,0.437
676,dame 5x algo rico y aparte 1 refrescoaa y aparte 10 hbbogruuessaa y aparte x60 ensalada cesar para llevar,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 1}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 10}, {""product"": ""Ensalada César"", ""quantity"": 60}]","[""5x algo rico"", ""aparte"", ""aparte"", ""aparte""]",False,False,2.335
677,dame 60 cerveza sin cebolla,adversarial_2k,demo,needs_clarification,[],"[""60 cerveza sin cebolla""]",True,True,0.58
678,dame 60 cervezaa y 4x lo mismo y dos hamburgesa clasica ???,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 2}]","[""60 cervezaa"", ""4x lo mismo""]",False,False,1.037
679,dame 60 combo familiar,adversarial_2k,demo,needs_clarification,[],"[""60 combo familiar""]",True,True,0.536
680,dame 60 ensaalada césar & 15x cocaacola & 12123x hamburguesa mega & x15 eso & 8 pizzaa margarita & 15 cerveza ???,adversarial_2k,demo,needs_clarification,"[{""product"": ""Ensalada César"", ""quantity"": 60}, {""product"": ""Coca Cola"", ""quantity"": 15}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 12123}, {""product"": ""Pizza Margarita"", ""quantity"": 8}]","[""15 cerveza""]",False,False,1.732
681,dame 60 hhabbassurguessa ddobblee p & 15 papas fritas & x4 gaaseosa & 8 piza & 2 coca cola & 1 ensalada césar porfa,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 60}, {""product"": ""Coca Cola"", ""quantity"": 6}, {""product"": ""Pizza Margarita"", ""quantity"": 8}, {""product"": ""Ensalada César"", ""quantity"": 1}]","[""15 papas fritas""]",True,False,2.068
682,dame 60 tacos con 1 piza de jamon y queso con 7 soda mañana,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 7}]","[""60 tacos  con"", ""1 piza de jamon y queso  con""]",False,False,1.687
683,dame 7 refresco luego x8 pizza mexicana luego 12123x hamburguesa clasica luego 777 burger (),adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 7}, {""product"": ""Pizza Margarita"", ""quantity"": 8}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 12900}]",[],True,False,1.701
684,dame 777 ensalada cesar ; 8 piza margarita ; 10 hamburgesa clasica ; 2333 hamburguesa clasica ; 2x combo familiar ; 5 cocaa cola porfa,adversarial_2k,demo,needs_clarification,"[{""product"": ""Ensalada César"", ""quantity"": 777}, {""product"": ""Pizza Margarita"", ""quantity"": 8}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 2343}, {""product"": ""Coca Cola"", ""quantity"": 5}]","[""2x combo familiar""]",False,False,2.206
685,dame 777 hbogruesa & 12123 hamburgesa doble pollo & 777 hamburguesa doble carne ...,adversarial_2k,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 13677}]",[],False,False,2.052
686,dame 777 la mega ???,adversarial_2k,demo,needs_clarification,[],"[""777 la mega""]",True,True,0.659
687,dame 777x hamburguesa * 12 eso * 12 hambuurgueesa clasiicca * una algo rico * 2333 pizza ???,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 789}, {""product"": ""Pizza Hawaiana"", ""quantity"": 2333}]","[""una algo rico""]",False,False,1.576
688,dame 8 agua minerral + 12123 eso + 12123 la que tiene pollo + 5 coombo  familiaar ...,adversarial_2k,demo,needs_clarification,"[{""product"": ""Agua Mineral"", ""quantity"": 8}]","[""12123 la que tiene pollo"", ""5 coombo familiaar""]",False,False,1.413
689,"dame 8 algo rico , 2x tacos sin cebolla",adversarial_2k,demo,needs_clarification,[],"[""8 algo rico"", ""2x tacos sin cebolla""]",True,True,0.864
690,dame 8 ccerrveza y 7 piizza mañana,adversarial_2k,demo,needs_clarification,[],"[""8 ccerrveza"", ""7 piizza manana""]",True,True,0.857
691,dame 8 piza ranchera (),adversarial_2k,demo,needs_clarification,[],"[""8 piza ranchera""]",True,True,0.503
692,dame 8x pizzahawaiana ; 1 lo mismo ; 12 hbogruesaa ; un par de soda mañana,adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 8}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 12}, {""product"": ""Coca Cola"", ""quantity"": 2}]","[""1 lo mismo""]",False,False,1.323
693,dame diez aggua minneeral ; 4 pizza mexicana ; 2x agua mineral,adversarial_2k,demo,needs_clarification,"[{""product"": ""Agua Mineral"", ""quantity"": 12}, {""product"": ""Pizza Margarita"", ""quantity"": 4}]",[],True,False,1.128
694,dame doce ensalada cesar con 12x cola con 12 soda con 10 gaseosa ...,adversarial_2k,demo,ok,"[{""product"": ""Ensalada César"", ""quantity"": 12}, {""product"": ""Coca Cola"", ""quantity"": 34}]",[],False,False,1.907
695,dame dos hamburguesa doble  po y x1 paapas fritas y 777 cola y 8 hbogruesa y 3 hbogruesa y 10 hamburguesa doble carne 🍕🍔,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 23}, {""product"": ""Coca Cola"", ""quantity"": 777}]","[""x1 paapas fritas""]",False,False,3.33
696,dame la mitad de una haamburguesa mega luego 12123 la mmega ???,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 1}]","[""dame la mitad de"", ""12123 la mmega""]",False,False,1.388
697,dame ocho habasurguesa doble pollo | 3 sodaa 🍕🍔,adversarial_2k,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 8}, {""product"": ""Coca Cola"", ""quantity"": 3}]",[],False,False,1.091
698,dame tres ensalada cesar luego 4 haamburguesa doble pollo luego 4 lo mismoaa luego OTRA la megaa luego 12123 pizzaa ranchera porfa,adversarial_2k,demo,needs_clarification,"[{""product"": ""Ensalada César"", ""quantity"": 3}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 4}]","[""4 lo mismoaa"", ""otra la megaa"", ""12123 pizzaa ranchera porfa""]",False,False,4.298
699,dame un par de haabasurguesa doble pollo & 12 hhamburguesa megga & 5 cerveza sin cebolla,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 14}]","[""5 cerveza sin cebolla""]",False,False,1.799
700,dame un par de hamburguesa clasica (),adversarial_2k,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 2}]",[],False,False,0.411
701,dame una docena de habasurguesa doble pollo y aparte 12 la que tiene pollo ...,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 12}]","[""aparte"", ""12 la que tiene pollo""]",False,False,1.635
702,dame x10 burgeraa * 60 pizza de jamon y queso * 8 hamburgesa mega ...,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 18}]","[""60 pizza de jamon y queso""]",False,False,1.459
703,"dame x12 hamburguesa , 10 coca cola gracias",adversarial_2k,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 12}, {""product"": ""Coca Cola"", ""quantity"": 10}]",[],False,False,0.723
704,dame x15 cocca  cola ademas un par de la que tiene pollo ademas x12123 hamburguesa mega ademas dos hamburgesa clasica ademas 2 refressco,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 17}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 12125}]","[""2 la que tiene pollo""]",False,False,3.699
705,dame x15 habasurguesa doble pollo aparte 2x hamburguesa clasica aparte 15 pappas fritass gracias,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 17}]","[""15 pappas fritass gracias""]",False,False,3.298
