linea,frase,menu,status,items,unknown,needs_review,fail_safe,user_intent,tiempo_ms
1072,ponme diez burrito de frijol please,real,needs_clarification,[],"[""diez burrito de frijol please""]",True,True,,0.928
1073,me mandas 2 ensalada mixta | 3 nuggets de pollo | 4 pizza ranchera porfa,real,needs_clarification,[],"[""me mandas"", ""2 ensalada mixta"", ""3 nuggets de pollo"", ""4 pizza ranchera porfa""]",True,True,,1.823
1074,necesito tres pizza pizza ranchera además 10 quesadilla de queso además 8 hamburguesa con queso gracias,real,needs_clarification,[],"[""tres pizza pizza ranchera"", ""10 quesadilla de queso"", ""8 hamburguesa con queso gracias""]",True,True,,2.208
1075,por favor 2x tacos al pastor aparte tres hamburguesa hamburguesa clásica aparte 4 hot dog sencillo gracias,real,needs_clarification,[],"[""2x tacos al pastor"", ""tres hamburguesa hamburguesa clasica"", ""4 hot dog sencillo gracias""]",True,True,,2.112
1076,oye 3 agua embotellada luego 3x pizza pizza mexicana por favor,real,needs_clarification,[],"[""3 agua embotellada"", ""3x pizza pizza mexicana por favor""]",True,True,,1.21
1077,me gustaría 4 hamburguesa mega; 12 ensalada césar please,real,needs_clarification,[],"[""4 hamburguesa mega"", ""12 ensalada cesar please""]",True,True,,1.133
1078,tres pizza de pizza de jamón y queso,real,needs_clarification,[],"[""tres pizza de pizza de jamon y queso""]",True,True,,0.96
1079,pedido: 8 torta de milanesa | tres pizza pizza hawaiana,real,needs_clarification,"[{""product"": ""Hawaiana"", ""quantity"": 3}]","[""8 torta de milanesa""]",False,False,,0.997
1080,quisiera 8 ensalada ensalada mixta aparte doce papas fritas plis,real,needs_clarification,[],"[""8 ensalada ensalada mixta"", ""doce papas fritas plis""]",True,True,,1.288
1081,hey tres orden de aros de cebolla luego un par de hamburgesa clásica luego 3 ensalada ensalada césar nada más,real,needs_clarification,[],"[""hey"", ""tres orden de aros de cebolla"", ""2 hamburgesa clasica"", ""3 ensalada ensalada cesar nada mas""]",True,True,,1.828
1082,2 orden de aros de cebolla | tres coca cola sin azúcar,real,needs_clarification,[],"[""2 orden de aros de cebolla"", ""tres coca cola sin azucar""]",True,True,,1.23
1083,hola buenas una té helado y una docena de hamburguesa doble pollo y 12 hamburguesa con queso y doce hamburguesa hamburguesa mega nomás,real,needs_clarification,[],"[""una te helado"", ""12 hamburguesa doble pollo"", ""12 hamburguesa con queso"", ""doce hamburguesa hamburguesa mega nomas""]",True,True,,2.544
1084,pedido: ocho pizza pizza mexicana | 5 pizza de pizza de jamón y queso,real,needs_clarification,[],"[""ocho pizza pizza mexicana"", ""5 pizza de pizza de jamon y queso""]",True,True,,1.373
1085,buenos días 2 agua embotellada luego 12 té helado luego tres café americano luego ocho hamburguesa con queso para llevar,real,needs_clarification,[],"[""2 agua embotellada"", ""12 te helado"", ""tres cafe americano"", ""ocho hamburguesa con queso para llevar""]",True,True,,3.462
1086,"hey un hot dog sencillo, 2 pizza hawaiana, una docena de burrito de frijol, dos café americano nomás",real,needs_clarification,"[{""product"": ""Hawaiana"", ""quantity"": 2}]","[""hey"", ""un hot dog sencillo"", ""12 burrito de frijol"", ""dos cafe americano nomas""]",False,False,,1.883
1087,quiero 12 hamburguesa clásica además una hot dog sencillo además 3 té helado para comer ahí,real,needs_clarification,[],"[""12 hamburguesa clasica"", ""una hot dog sencillo"", ""3 te helado para comer ahi""]",True,True,,1.942
1088,tráeme 8 pizza pizza ranchera aparte un hamburguesa clásica aparte x3 alitas de pollo aparte un par de nuggets de pollo please,real,needs_clarification,[],"[""8 pizza pizza ranchera"", ""un hamburguesa clasica"", ""x3 alitas de pollo"", ""2 nuggets de pollo please""]",True,True,,2.17
1089,"hola una ensalada ensalada mixta, tres quesadilla de queso, una docena de tacos al pastor",real,needs_clarification,[],"[""una ensalada ensalada mixta"", ""tres quesadilla de queso"", ""12 tacos al pastor""]",True,True,,1.78
1090,necesito 2 hamburguesa doble pollo también un té helado también 6 ensalada césar por favor,real,needs_clarification,[],"[""2 hamburguesa doble pollo"", ""un te helado"", ""6 ensalada cesar por favor""]",True,True,,1.69
1091,quiero 6 tacos al pastor | 4x hamburguesa hamburgesa doble carne | 1 hot dog sencillo | 10 torta de milanesa plis,real,needs_clarification,[],"[""6 tacos al pastor"", ""4x hamburguesa hamburgesa doble carne"", ""1 hot dog sencillo"", ""10 torta de milanesa plis""]",True,True,,2.285
1092,quítame ocho pizza pizza mexicana,real,needs_clarification,[],"[""quitame"", ""ocho pizza pizza mexicana""]",True,True,,1.141
1093,deme tres hamburguesa clásica plis,real,needs_clarification,[],"[""tres hamburguesa clasica plis""]",True,True,,0.911
1094,buenas noches ocho agua mineral + 5x pizza margarita + 4 quesadilla de queso please,real,needs_clarification,[],"[""ocho agua mineral"", ""5x pizza margarita"", ""4 quesadilla de queso please""]",True,True,,2.373
1095,mi pedido: 12x agua mineral | tres piza margarita | un nuggets de pollo | 5 quesadilla de queso,real,needs_clarification,[],"[""12x agua mineral"", ""tres piza margarita"", ""un nuggets de pollo"", ""5 quesadilla de queso""]",True,True,,1.976
1096,ponme un jugo de naranja nada más,real,needs_clarification,[],"[""un jugo de naranja nada mas""]",True,True,,0.884
1097,6x orden de aros de cebolla; ocho agua embotellada; 10 torta de milanesa; 10 jugo de naranja,real,needs_clarification,[],"[""6x orden de aros de cebolla"", ""ocho agua embotellada"", ""10 torta de milanesa"", ""10 jugo de naranja""]",True,True,,2.082
1098,"buenos días tres pizza pepperoni, 1 ensalada mixta, 12 orden de aros de cebolla, tres quesadilla de queso porfa",real,needs_clarification,[],"[""tres pizza pepperoni"", ""1 ensalada mixta"", ""12 orden de aros de cebolla"", ""tres quesadilla de queso porfa""]",True,True,,2.025
1099,te encargo una alitas de pollo además 8 ensalada césar además 5 café americano además 4 quesadilla de queso para llevar,real,needs_clarification,[],"[""te encargo"", ""una alitas de pollo"", ""8 ensalada cesar"", ""5 cafe americano"", ""4 quesadilla de queso para llevar""]",True,True,,2.777
1100,"tráeme 5 agua mineral, 12 agua mineral nomás",real,needs_clarification,[],"[""5 agua mineral"", ""12 agua mineral nomas""]",True,True,,1.108
1101,cinco coca cola y 3 alitas de pollo y 10 tacos al pastor y 3 burrito de frijol y cuatro nuggets de pollo,real,needs_clarification,[],"[""cinco coca cola"", ""3 alitas de pollo y"", ""10 tacos al pastor"", ""3 burrito de frijol y"", ""cuatro nuggets de pollo""]",True,True,,2.493
1102,porfa 2 hamburguesa clásica luego 5 agua mineral luego 3x té helado please,real,needs_clarification,[],"[""2 hamburguesa clasica"", ""5 agua mineral"", ""3x te helado please""]",True,True,,2.26
1103,2 alitas de pollo; 2 nuggets de pollo,real,needs_clarification,[],"[""2 alitas de pollo"", ""2 nuggets de pollo""]",True,True,,1.382
1104,hola diez alitas de pollo plis,real,needs_clarification,[],"[""diez alitas de pollo plis""]",True,True,,0.925
1105,cuatro hamburguesa clásica,real,needs_clarification,[],"[""cuatro hamburguesa clasica""]",True,True,,1.016
1106,disculpa x6 limonada natural plis,real,needs_clarification,[],"[""x6 limonada natural plis""]",True,True,,0.864
1107,necesito tres papas grandes; 3 coca cola para llevar,real,needs_clarification,[],"[""tres papas grandes"", ""3 coca cola para llevar""]",True,True,,1.467
1108,me pones doce hamburguesa doble pollo; una docena de papas grandes,real,needs_clarification,[],"[""me pones"", ""doce hamburguesa doble pollo"", ""12 papas grandes""]",True,True,,1.69
1109,te encargo 1 agua embotellada y un coca cola please,real,needs_clarification,[],"[""te encargo"", ""1 agua embotellada"", ""un coca cola please""]",True,True,,2.014
1110,disculpa un par de limonada natural; una cocacola; un par de pizza margarita; 12x té helado please,real,needs_clarification,"[{""product"": ""cocacola"", ""quantity"": 1}]","[""2 limonada natural"", ""2 pizza margarita"", ""12x te helado please""]",False,False,,1.548
1111,10 cocacola sin azúcar,real,ok,"[{""product"": ""cocacola"", ""quantity"": 10}]",[],False,False,,0.702
1112,me mandas 6 quesadilla de queso aparte 12 ensalada mixta aparte un par de café americano aparte 1 pizza piza hawaiana por favor,real,needs_clarification,"[{""product"": ""Hawaiana"", ""quantity"": 1}]","[""me mandas"", ""6 quesadilla de queso"", ""12 ensalada mixta"", ""2 cafe americano""]",False,False,,1.948
1113,me gustaría 3 hamburguesa doble pollo; 1 hamburgesa doble pollo; un agua embotellada por favor,real,needs_clarification,[],"[""3 hamburguesa doble pollo"", ""1 hamburgesa doble pollo"", ""un agua embotellada por favor""]",True,True,,1.962
1114,buen día doce café americano también 1 hamburguesa con queso también doce pizza mexicana plis,real,needs_clarification,[],"[""buen dia"", ""doce cafe americano"", ""1 hamburguesa con queso"", ""doce pizza mexicana plis""]",True,True,,3.108
1115,qué tal 6 agua embotellada y tres quesadilla de queso para comer ahí,real,needs_clarification,[],"[""que tal"", ""6 agua embotellada"", ""tres quesadilla de queso para comer ahi""]",True,True,,1.645
1116,"anoto: 5 limonada natural, 6 orden de aros de cebolla, cinco tacos al pastor, 4 quesadilla de queso",real,needs_clarification,[],"[""anoto"", ""5 limonada natural"", ""6 orden de aros de cebolla"", ""cinco tacos al pastor"", ""4 quesadilla de queso""]",True,True,,2.3
1117,"mi pedido: 4 hamburguesa clásica, x6 hamburguesa clásica, 4x torta de milanesa, cuatro agua embotellada",real,needs_clarification,[],"[""4 hamburguesa clasica"", ""x6 hamburguesa clasica"", ""4x torta de milanesa"", ""cuatro agua embotellada""]",True,True,,2.121
1118,buenos días tres agua embotellada y 6 coca cola gracias,real,needs_clarification,[],"[""tres agua embotellada"", ""6 coca cola gracias""]",True,True,,1.198
1119,"pedido: seis pizza hawaiana, 1 pizza margarita, tres café americano",real,needs_clarification,"[{""product"": ""Hawaiana"", ""quantity"": 6}]","[""1 pizza margarita"", ""tres cafe americano""]",False,False,,1.23
1120,me pones 4 agua embotellada; cuatro pizza pizza pepperoni; tres pizza margarita; un par de hamburguesa clásica nomás,real,needs_clarification,[],"[""me pones"", ""4 agua embotellada"", ""cuatro pizza pizza pepperoni"", ""tres pizza margarita"", ""2 hamburguesa clasica nomas""]",True,True,,2.128
1121,me mandas 3 ensalada césar por favor,real,needs_clarification,[],"[""me mandas"", ""3 ensalada cesar por favor""]",True,True,,1.039
1122,me traes 8 ensalada mixta para llevar,real,needs_clarification,[],"[""me traes"", ""8 ensalada mixta para llevar""]",True,True,,1.11
1123,ponme 4 torta de milanesa aparte 4 tacos al pastor aparte 12 pizza pizza mexicana por favor,real,needs_clarification,[],"[""4 torta de milanesa"", ""4 tacos al pastor"", ""12 pizza pizza mexicana por favor""]",True,True,,3.021
1124,pedido: 4x papas fritas | 12x té helado,real,needs_clarification,[],"[""4x papas fritas"", ""12x te helado""]",True,True,,1.286
1125,ocho jugo de naranja aparte 1 ensalada césar aparte tres pizza mexicana,real,needs_clarification,[],"[""ocho jugo de naranja"", ""1 ensalada cesar"", ""tres pizza mexicana""]",True,True,,1.534
1126,porfa ocho alitas de pollo luego diez nuggets de pollo luego seis quesadilla de queso luego 2 pizza pizza margarita nomás,real,needs_clarification,[],"[""ocho alitas de pollo"", ""diez nuggets de pollo"", ""seis quesadilla de queso"", ""2 pizza pizza margarita nomas""]",True,True,,2.374
1127,buenas tardes 6 nuggets de pollo please,real,needs_clarification,[],"[""6 nuggets de pollo please""]",True,True,,0.974
1128,oye dos agua mineral también 2 hamburgesa con queso porfa,real,needs_clarification,[],"[""dos agua mineral"", ""2 hamburgesa con queso porfa""]",True,True,,1.29
1129,voy a querer 10 hot dog sencillo además 4x agua embotellada además 1 ensalada césar gracias,real,needs_clarification,"[{""product"": ""cocacola"", ""quantity"": 1}]","[""10 hot dog sencillo"", ""4x agua embotellada"", ""1 ensalada cesar gracias""]",True,False,,2.235
1130,12 piza hawaiana y 6 hamburguesa doble carne y 12 pizza pizza pepperoni,real,needs_clarification,"[{""product"": ""Hawaiana"", ""quantity"": 12}]","[""6 hamburguesa doble carne"", ""12 pizza pizza pepperoni""]",False,False,,1.384
1131,dame dos té helado,real,needs_clarification,[],"[""dos te helado""]",True,True,,0.816
1132,6 quesadilla de queso,real,needs_clarification,[],"[""6 quesadilla de queso""]",True,True,,0.853
1133,me pones diez burrito de frijol aparte 8 pizza de jamón y queso para comer ahí,real,needs_clarification,[],"[""me pones"", ""diez burrito de frijol"", ""8 pizza de jamon y queso para comer ahi""]",True,True,,2.828
1134,pedido: 6 orden de aros de cebolla | ocho té helado | una docena de agua embotellada,real,needs_clarification,[],"[""6 orden de aros de cebolla"", ""ocho te helado"", ""12 agua embotellada""]",True,True,,2.566
1135,"anoto: 5 agua embotellada, 1 pizza de pizza de jamón y queso, 5 hot dog sencillo, 8 cocacola sin azúcar",real,needs_clarification,"[{""product"": ""cocacola"", ""quantity"": 8}]","[""anoto"", ""5 agua embotellada"", ""1 pizza de pizza de jamon y queso"", ""5 hot dog sencillo""]",False,False,,2.508
1136,oye 2 orden de aros de cebolla luego 2 coca cola luego 3 hamburguesa doble carne por favor,real,needs_clarification,[],"[""2 orden de aros de cebolla"", ""2 coca cola"", ""3 hamburguesa doble carne por favor""]",True,True,,1.696
1137,tráeme 12 papas grandes además 2 papas grandes por favor,real,needs_clarification,[],"[""12 papas grandes"", ""2 papas grandes por favor""]",True,True,,1.291
1138,hola 1 burrito de frijol + doce jugo de naranja nomás,real,needs_clarification,[],"[""1 burrito de frijol"", ""doce jugo de naranja nomas""]",True,True,,1.233
1139,oye 10 limonada natural también 10x agua embotellada también 2 quesadilla de queso nomás,real,needs_clarification,[],"[""10 limonada natural"", ""10x agua embotellada"", ""2 quesadilla de queso nomas""]",True,True,,1.491
1140,3 pizza margarita | 2 agua embotellada | 1 hamburguesa doble pollo | 6 pizza hawaiana,real,needs_clarification,"[{""product"": ""Hawaiana"", ""quantity"": 6}]","[""3 pizza margarita"", ""2 agua embotellada"", ""1 hamburguesa doble pollo""]",False,False,,1.519
1141,me gustaría 12 té helado además tres piza margarita además 6 papas grandes además 3 té helado plis,real,needs_clarification,[],"[""12 te helado"", ""tres piza margarita"", ""6 papas grandes"", ""3 te helado plis""]",True,True,,1.908
1142,un par de hamburguesa doble pollo también 3x hot dog sencillo también 12 limonada natural también un quesadilla de queso,real,needs_clarification,[],"[""2 hamburguesa doble pollo"", ""3x hot dog sencillo"", ""12 limonada natural"", ""un quesadilla de queso""]",True,True,,3.229
1143,pedido: 8x jugo de naranja | ocho hot dog sencillo,real,needs_clarification,[],"[""8x jugo de naranja"", ""ocho hot dog sencillo""]",True,True,,1.366
1144,voy a querer 6 torta de milanesa aparte 8 tacos al pastor aparte 8 hot dog sencillo para comer ahí,real,needs_clarification,"[{""product"": ""cocacola"", ""quantity"": 1}]","[""6 torta de milanesa"", ""8 tacos al pastor"", ""8 hot dog sencillo para comer ahi""]",True,False,,2.326
1145,porfa 1 té helado luego 12 ensalada mixta luego dos coca cola sin azúcar luego cuatro piza pepperoni nada más,real,needs_clarification,[],"[""1 te helado"", ""12 ensalada mixta"", ""dos coca cola sin azucar"", ""cuatro piza pepperoni nada mas""]",True,True,,2.153
1146,quiero 2 papas grandes luego 5 agua mineral luego dos pizza hawaiana luego 3 agua mineral para comer ahí,real,needs_clarification,"[{""product"": ""Hawaiana"", ""quantity"": 2}]","[""2 papas grandes"", ""5 agua mineral"", ""3 agua mineral para comer ahi""]",False,False,,1.729
1147,2 coca cola | una alitas de pollo,real,needs_clarification,[],"[""2 coca cola"", ""una alitas de pollo""]",True,True,,1.15
1148,ocho papas fritas además 8x alitas de pollo además 8 papas fritas además 5x hamburguesa hamburguesa clásica además 12x papas grandes,real,needs_clarification,[],"[""ocho papas fritas"", ""8x alitas de pollo"", ""8 papas fritas"", ""5x hamburguesa hamburguesa clasica"", ""12x papas grandes""]",True,True,,2.681
1149,ponme cinco orden de aros de cebolla para comer ahí,real,needs_clarification,[],"[""cinco orden de aros de cebolla para comer ahi""]",True,True,,1.107
1150,buen día dos torta de milanesa luego 8 quesadilla de queso luego 3 ensalada césar luego 2x pizza pepperoni para comer ahí,real,needs_clarification,[],"[""buen dia"", ""dos torta de milanesa"", ""8 quesadilla de queso"", ""3 ensalada cesar"", ""2x pizza pepperoni para comer ahi""]",True,True,,3.754
1151,quisiera doce hamburguesa hamburguesa doble carne además 3 ensalada mixta nada más,real,needs_clarification,[],"[""doce hamburguesa hamburguesa doble carne"", ""3 ensalada mixta nada mas""]",True,True,,1.508
1152,ponme 3 limonada natural también 1 café americano también 1x orden de aros de cebolla también 5 té helado gracias,real,needs_clarification,[],"[""3 limonada natural"", ""1 cafe americano"", ""1x orden de aros de cebolla"", ""5 te helado gracias""]",True,True,,1.865
1153,me mandas 1 piza pepperoni; 1 papas grandes; 2x té helado; 8 pizza hawaiana por favor,real,needs_clarification,"[{""product"": ""Hawaiana"", ""quantity"": 8}]","[""me mandas"", ""1 piza pepperoni"", ""1 papas grandes"", ""2x te helado""]",False,False,,1.803
1154,4x pizza hawaiana además 3 pizza de jamón y queso nomás,real,needs_clarification,"[{""product"": ""Hawaiana"", ""quantity"": 4}]","[""3 pizza de jamon y queso nomas""]",False,False,,1.052
1155,"por favor doce pizza pizza margarita, 3 orden de aros de cebolla, 3x hamburguesa doble carne, un par de torta de milanesa nomás",real,needs_clarification,[],"[""doce pizza pizza margarita"", ""3 orden de aros de cebolla"", ""3x hamburguesa doble carne"", ""2 torta de milanesa nomas""]",True,True,,2.099
1156,3 pizza pizza margarita aparte 3 torta de milanesa aparte una tacos al pastor aparte 6 torta de milanesa aparte 8 hamburguesa doble carne,real,needs_clarification,[],"[""3 pizza pizza margarita"", ""3 torta de milanesa"", ""una tacos al pastor"", ""6 torta de milanesa"", ""8 hamburguesa doble carne""]",True,True,,2.373
1157,hola buenas cuatro agua embotellada | 6 limonada natural nada más,real,needs_clarification,[],"[""cuatro agua embotellada"", ""6 limonada natural nada mas""]",True,True,,1.174
1158,para pedir diez coca cola por favor,real,needs_clarification,[],"[""diez coca cola por favor""]",True,True,,0.765
1159,oye x10 hamburguesa hamburguesa clásica | una docena de nuggets de pollo | 1 papas fritas | 2 piza ranchera para llevar,real,needs_clarification,[],"[""x10 hamburguesa hamburguesa clasica"", ""12 nuggets de pollo"", ""1 papas fritas"", ""2 piza ranchera para llevar""]",True,True,,2.448
1160,me pones 3 hamburguesa hamburguesa clásica aparte 1 coca cola sin azúcar aparte dos pizza hawaiana porfa,real,needs_clarification,"[{""product"": ""Hawaiana"", ""quantity"": 2}]","[""me pones"", ""3 hamburguesa hamburguesa clasica"", ""1 coca cola sin azucar""]",False,False,,2.37
1161,5 ensalada césar aparte x10 agua embotellada aparte 3 ensalada ensalada mixta,real,needs_clarification,[],"[""5 ensalada cesar"", ""x10 agua embotellada"", ""3 ensalada ensalada mixta""]",True,True,,1.757
1162,6 pizza margarita | 3 torta de milanesa,real,needs_clarification,[],"[""6 pizza margarita"", ""3 torta de milanesa""]",True,True,,1.198
1163,ocho ensalada césar; 10x pizza de pizza de jamón y queso; 3 hamburguesa doble pollo,real,needs_clarification,[],"[""ocho ensalada cesar"", ""10x pizza de pizza de jamon y queso"", ""3 hamburguesa doble pollo""]",True,True,,1.877
1164,hola buenas seis pizza pepperoni + diez papas grandes gracias,real,needs_clarification,[],"[""seis pizza pepperoni"", ""diez papas grandes gracias""]",True,True,,1.408
1165,ponme 3 hamburguesa doble carne además dos agua mineral además seis té helado además cuatro coca cola sin azúcar nomás,real,needs_clarification,[],"[""3 hamburguesa doble carne"", ""dos agua mineral"", ""seis te helado"", ""cuatro coca cola sin azucar nomas""]",True,True,,2.215
1166,me mandas 4 hamburguesa hamburguesa con queso,real,needs_clarification,[],"[""me mandas"", ""4 hamburguesa hamburguesa con queso""]",True,True,,1.293
1167,hola buenas 2 coca cola sin azúcar | diez burrito de frijol | tres burrito de frijol para aquí,real,needs_clarification,[],"[""2 coca cola sin azucar"", ""diez burrito de frijol"", ""tres burrito de frijol para aqui""]",True,True,,1.812
1168,ocho té helado,real,needs_clarification,[],"[""ocho te helado""]",True,True,,0.816
1169,buenas tardes 2 burrito de frijol luego cinco coca cola luego 1 té helado luego 6 coca cola sin azúcar nomás,real,needs_clarification,[],"[""2 burrito de frijol"", ""cinco coca cola"", ""1 te helado"", ""6 coca cola sin azucar nomas""]",True,True,,3.131
1170,qué tal 4 pizza piza mexicana también 1 coca cola sin azúcar también cuatro hamburguesa mega porfa,real,needs_clarification,[],"[""que tal"", ""4 pizza piza mexicana"", ""1 coca cola sin azucar"", ""cuatro hamburguesa mega porfa""]",True,True,,2.106
1171,hola 8 pizza pepperoni nada más,real,needs_clarification,[],"[""8 pizza pepperoni nada mas""]",True,True,,0.858
1172,quisiera 2 pizza pizza mexicana | 6 hamburguesa doble carne | 3 pizza hawaiana | 4 papas fritas nada más,real,needs_clarification,"[{""product"": ""Hawaiana"", ""quantity"": 3}]","[""2 pizza pizza mexicana"", ""6 hamburguesa doble carne"", ""4 papas fritas nada mas""]",False,False,,1.733
1173,dame x12 pizza pizza hawaiana luego seis hamburguesa doble pollo para llevar,real,needs_clarification,"[{""product"": ""Hawaiana"", ""quantity"": 12}]","[""seis hamburguesa doble pollo para llevar""]",False,False,,1.267
1174,te encargo 6 hamburguesa doble pollo también 4 tacos al pastor también 5x torta de milanesa nada más,real,needs_clarification,[],"[""te encargo"", ""6 hamburguesa doble pollo"", ""4 tacos al pastor"", ""5x torta de milanesa nada mas""]",True,True,,2.116
1175,3 quesadilla de queso | 3 hamburguesa mega | tres pizza pizza mexicana,real,needs_clarification,[],"[""3 quesadilla de queso"", ""3 hamburguesa mega"", ""tres pizza pizza mexicana""]",True,True,,1.6
1176,2 limonada natural,real,needs_clarification,[],"[""2 limonada natural""]",True,True,,0.835
1177,quiero 10 hamburguesa mega para comer ahí,real,needs_clarification,[],"[""10 hamburguesa mega para comer ahi""]",True,True,,1.032
1178,mi pedido: 1 orden de aros de cebolla | 3 orden de aros de cebolla | 10x pizza pizza ranchera,real,needs_clarification,[],"[""1 orden de aros de cebolla"", ""3 orden de aros de cebolla"", ""10x pizza pizza ranchera""]",True,True,,1.602
1179,me traes 12 hamburguesa mega también x3 agua embotellada por favor,real,needs_clarification,[],"[""me traes"", ""12 hamburguesa mega"", ""x3 agua embotellada por favor""]",True,True,,1.489
1180,porfa ocho hamburguesa mega | tres papas fritas | 2 ensalada césar plis,real,needs_clarification,[],"[""ocho hamburguesa mega"", ""tres papas fritas"", ""2 ensalada cesar plis""]",True,True,,4.103
1181,hola 2 hamburguesa mega,real,needs_clarification,[],"[""2 hamburguesa mega""]",True,True,,1.758
1182,anoto: 10 hamburguesa clásica | cuatro café americano | 8 nuggets de pollo,real,needs_clarification,[],"[""anoto"", ""10 hamburguesa clasica"", ""cuatro cafe americano"", ""8 nuggets de pollo""]",True,True,,2.956
1183,me das 4 nuggets de pollo aparte cinco alitas de pollo aparte 8 hamburguesa hamburguesa doble carne,real,needs_clarification,[],"[""me das"", ""4 nuggets de pollo"", ""cinco alitas de pollo"", ""8 hamburguesa hamburguesa doble carne""]",True,True,,2.661
1184,me pones 2 quesadilla de queso | 5 hamburguesa hamburguesa clásica | dos piza ranchera por favor,real,needs_clarification,[],"[""me pones"", ""2 quesadilla de queso"", ""5 hamburguesa hamburguesa clasica"", ""dos piza ranchera por favor""]",True,True,,2.049
1185,para pedir 5 hamburguesa hamburguesa mega también una docena de cocacola sin azúcar también una orden de aros de cebolla también ocho quesadilla de queso please,real,needs_clarification,"[{""product"": ""cocacola"", ""quantity"": 12}]","[""5 hamburguesa hamburguesa mega"", ""una orden de aros de cebolla"", ""ocho quesadilla de queso please""]",False,False,,2.387
1186,hola buenas 3 burrito de frijol aparte ocho ensalada ensalada césar gracias,real,needs_clarification,[],"[""3 burrito de frijol"", ""ocho ensalada ensalada cesar gracias""]",True,True,,2.22
1187,deme 2x hot dog sencillo plis,real,needs_clarification,[],"[""2x hot dog sencillo plis""]",True,True,,1.015
1188,qué tal tres burrito de frijol además 6 quesadilla de queso,real,needs_clarification,[],"[""que tal"", ""tres burrito de frijol"", ""6 quesadilla de queso""]",True,True,,1.455
1189,hola diez café americano luego 10 hamburgesa mega luego tres agua mineral luego 2 limonada natural nomás,real,needs_clarification,[],"[""diez cafe americano"", ""10 hamburgesa mega"", ""tres agua mineral"", ""2 limonada natural nomas""]",True,True,,1.889
1190,hey 6 jugo de naranja además un par de coca cola sin azúcar para aquí,real,needs_clarification,[],"[""hey"", ""6 jugo de naranja"", ""2 coca cola sin azucar para aqui""]",True,True,,1.607
1191,buen día 5 papas fritas nomás,real,needs_clarification,[],"[""buen dia"", ""5 papas fritas nomas""]",True,True,,1.047
1192,buenas noches 1 hamburguesa mega + x12 papas fritas + 4 quesadilla de queso + seis hamburguesa mega plis,real,needs_clarification,[],"[""1 hamburguesa mega"", ""x12 papas fritas"", ""4 quesadilla de queso"", ""seis hamburguesa mega plis""]",True,True,,1.834
1193,me das seis hamburguesa hamburguesa doble pollo luego 8 hot dog sencillo nada más,real,needs_clarification,[],"[""me das"", ""seis hamburguesa hamburguesa doble pollo"", ""8 hot dog sencillo nada mas""]",True,True,,1.598
1194,quiero cuatro alitas de pollo luego 5 hamburguesa hamburguesa doble carne luego cuatro pizza margarita luego 2 coca cola para llevar,real,needs_clarification,[],"[""cuatro alitas de pollo"", ""5 hamburguesa hamburguesa doble carne"", ""cuatro pizza margarita"", ""2 coca cola para llevar""]",True,True,,2.122
1195,voy a querer un par de coca cola sin azúcar para comer ahí,real,needs_clarification,"[{""product"": ""cocacola"", ""quantity"": 1}]","[""2 coca cola sin azucar para comer ahi""]",True,False,,1.325
1196,"anoto: 8 hamburguesa clásica, 5 tacos al pastor, 12 orden de aros de cebolla, cinco pizza pizza mexicana",real,needs_clarification,[],"[""anoto"", ""8 hamburguesa clasica"", ""5 tacos al pastor"", ""12 orden de aros de cebolla"", ""cinco pizza pizza mexicana""]",True,True,,3.691
1197,"buen día x1 agua mineral, 4 hamburguesa mega, una hamburguesa con queso, tres pizza pizza mexicana nada más",real,needs_clarification,[],"[""buen dia"", ""x1 agua mineral"", ""4 hamburguesa mega"", ""una hamburguesa con queso"", ""tres pizza pizza mexicana nada mas""]",True,True,,2.33
1198,disculpa tres alitas de pollo + 10 café americano + 10 tacos al pastor porfa,real,needs_clarification,[],"[""tres alitas de pollo"", ""10 cafe americano"", ""10 tacos al pastor porfa""]",True,True,,1.654
1199,quiero 5 café americano y 5 burrito de frijol y 5x hamburguesa hamburguesa con queso y 10 hamburguesa clásica para llevar,real,needs_clarification,[],"[""5 cafe americano"", ""5 burrito de frijol y"", ""5x hamburguesa hamburguesa con queso"", ""10 hamburguesa clasica para llevar""]",True,True,,2.334
1200,mi pedido: 2x papas fritas | 12 café americano,real,needs_clarification,[],"[""2x papas fritas"", ""12 cafe americano""]",True,True,,1.221
1201,un par de pizza hawaiana; 2 nuggets de pollo; 8 torta de milanesa; un agua mineral,real,needs_clarification,"[{""product"": ""Hawaiana"", ""quantity"": 2}]","[""2 nuggets de pollo"", ""8 torta de milanesa"", ""un agua mineral""]",False,False,,1.501
1202,"anoto: 3 té helado, 1 nuggets de pollo, 3 orden de aros de cebolla, 10 hamburguesa hamburguesa doble carne",real,needs_clarification,[],"[""anoto"", ""3 te helado"", ""1 nuggets de pollo"", ""3 orden de aros de cebolla"", ""10 hamburguesa hamburguesa doble carne""]",True,True,,2.311
1203,me gustaría un par de hot dog sencillo + 2 pizza margarita + 2 pizza margarita nomás,real,needs_clarification,[],"[""2 hot dog sencillo"", ""2 pizza margarita"", ""2 pizza margarita nomas""]",True,True,,2.558
1204,buenos días un par de té helado luego 2 té helado luego tres alitas de pollo gracias,real,needs_clarification,[],"[""2 te helado"", ""2 te helado"", ""tres alitas de pollo gracias""]",True,True,,2.446
