id,categoria,subcategoria,mensaje,intencion_esperada,productos_en_mensaje,notas
601,B_pedido_nl,pedido_producto,voy a querer 1 coca,pedido_con_productos,si,pedido multi-item menu real
602,B_pedido_nl,pedido_producto,dame 3 una hawaiana para llevar,pedido_con_productos,si,pedido multi-item menu real
603,B_pedido_nl,pedido_producto,me traes porfa un par de de pizza hawaiana ; par de refresco gracias nomás,pedido_con_productos,si,pedido multi-item menu real
604,B_pedido_nl,pedido_producto,quisiera 3 de pizza hawaiiana | 1×una cocacola gracias,pedido_con_productos,si,pedido multi-item menu real
605,B_pedido_nl,pedido_producto,2 x hawaiana nomás,pedido_con_productos,si,pedido multi-item menu real
606,B_pedido_nl,pedido_producto,porfa 3 hawaiiana plis,pedido_con_productos,si,pedido multi-item menu real
607,B_pedido_nl,pedido_producto,oye uno de hawaina gracias,pedido_con_productos,si,pedido multi-item menu real
608,B_pedido_nl,pedido_producto,dame quisiera 2 hawaiiana + un par de de koka cola plis nomás,pedido_con_productos,si,pedido multi-item menu real
609,B_pedido_nl,pedido_producto,necesito un de coca gracias,pedido_con_productos,si,pedido multi-item menu real
610,B_pedido_nl,pedido_producto,"hola porfa 1 x una hawaiana, 1×2 cocacolas porfa",pedido_con_productos,si,pedido multi-item menu real
611,B_pedido_nl,pedido_producto,ponme un par de de cocacola nomás,pedido_con_productos,si,pedido multi-item menu real
612,B_pedido_nl,pedido_producto,voy a querer bebida porfa,pedido_con_productos,parcial,solo categoria sin nombre exacto
613,B_pedido_nl,pedido_producto,buenas me traes 1 hawaiiana tambien 1 coca kola plis gracias,pedido_con_productos,si,pedido multi-item menu real
614,B_pedido_nl,pedido_producto,quiero 1 refresco porfa,pedido_con_productos,si,pedido multi-item menu real
615,B_pedido_nl,pedido_producto,hola dame una piza hawaiana ; uno cocacola porfa plis,pedido_con_productos,si,pedido multi-item menu real
616,B_pedido_nl,pedido_producto,dame dame un pizza hawaiana luego 1 una cocacola,pedido_con_productos,si,pedido multi-item menu real
617,B_pedido_nl,pedido_producto,voy a querer pizza gracias,pedido_con_productos,parcial,solo categoria sin nombre exacto
618,B_pedido_nl,pedido_producto,voy a querer uno coca para llevar,pedido_con_productos,si,pedido multi-item menu real
619,B_pedido_nl,pedido_producto,dame 1 de pizza hawaiana porfa,pedido_con_productos,si,pedido multi-item menu real
620,B_pedido_nl,pedido_producto,quisiera bebida porfa,pedido_con_productos,parcial,solo categoria sin nombre exacto
621,B_pedido_nl,pedido_producto,me traes ponme 2 la hawaiana ademas 1×refresco para llevar nomás,pedido_con_productos,si,pedido multi-item menu real
622,B_pedido_nl,pedido_producto,hola refresco plis,pedido_con_productos,parcial,solo categoria sin nombre exacto
623,B_pedido_nl,pedido_producto,oye voy a querer 1 pizza hawaiana + una coca para llevar porfa,pedido_con_productos,si,pedido multi-item menu real
624,B_pedido_nl,pedido_producto,un par de 2 cocacolas,pedido_con_productos,si,pedido multi-item menu real
625,B_pedido_nl,pedido_producto,ponme quisiera dos de pizza hawaiana ; 1 x coca porfa para llevar,pedido_con_productos,si,pedido multi-item menu real
626,B_pedido_nl,pedido_producto,oye 1x soda gracias,pedido_con_productos,si,pedido multi-item menu real
627,B_pedido_nl,pedido_producto,necesito 4 de pizza hawaiiana para llevar,pedido_con_productos,si,pedido multi-item menu real
628,B_pedido_nl,pedido_producto,voy a querer dame 2x hawaiana tambien 1x una cocacola nomás para llevar,pedido_con_productos,si,pedido multi-item menu real
629,B_pedido_nl,pedido_producto,porfa porfa dos hawaina + un de koka cola gracias porfa,pedido_con_productos,si,pedido multi-item menu real
630,B_pedido_nl,pedido_producto,ponme 3x hawaiana pizza gracias,pedido_con_productos,si,pedido multi-item menu real
631,B_pedido_nl,pedido_producto,hola par de la hawaiana y un par de cocacola gracias gracias,pedido_con_productos,si,pedido multi-item menu real
632,B_pedido_nl,pedido_producto,oye necesito tres de piza hawaiana y 1×koka cola porfa plis,pedido_con_productos,si,pedido multi-item menu real
633,B_pedido_nl,pedido_producto,quisiera me traes 2x pizza hawaiana ademas 2 coca kola nomás porfa,pedido_con_productos,si,pedido multi-item menu real
634,B_pedido_nl,pedido_producto,me traes hola 1 pizza hawaiana + 1 una cocacola para llevar,pedido_con_productos,si,pedido multi-item menu real
635,B_pedido_nl,pedido_producto,quisiera 2×hawaianas y 2x 2 cocacolas nomás plis,pedido_con_productos,si,pedido multi-item menu real
636,B_pedido_nl,pedido_producto,hola 2 coca cola plis,pedido_con_productos,si,pedido multi-item menu real
637,B_pedido_nl,pedido_producto,ponme 4 pizza hawaiana nomás,pedido_con_productos,si,pedido multi-item menu real
638,B_pedido_nl,pedido_producto,buenas 2 2 cocacolas para llevar,pedido_con_productos,si,pedido multi-item menu real
639,B_pedido_nl,pedido_producto,quisiera dame 1 de pizza hawaiana y dos de 2 cocacolas nomás porfa,pedido_con_productos,si,pedido multi-item menu real
640,B_pedido_nl,pedido_producto,quiero ponme 2x piza hawaiana tambien uno refresco para llevar,pedido_con_productos,si,pedido multi-item menu real
641,B_pedido_nl,pedido_producto,bebida para llevar,pedido_con_productos,parcial,solo categoria sin nombre exacto
642,B_pedido_nl,pedido_producto,me traes buenas 3 una hawaiana ademas 1 una cocacola gracias nomás,pedido_con_productos,si,pedido multi-item menu real
643,B_pedido_nl,pedido_producto,quisiera voy a querer 1 una hawaiana ademas uno coca cola gracias gracias,pedido_con_productos,si,pedido multi-item menu real
644,B_pedido_nl,pedido_producto,dame dame 3 pizza hawaiana + 2×coca kola para llevar para llevar,pedido_con_productos,si,pedido multi-item menu real
645,B_pedido_nl,pedido_producto,voy a querer 2×hawaianas ; 1x cocacola nomás porfa,pedido_con_productos,si,pedido multi-item menu real
646,B_pedido_nl,pedido_producto,necesito par de soda gracias,pedido_con_productos,si,pedido multi-item menu real
647,B_pedido_nl,pedido_producto,me traes quisiera un par de de hawaiiana ; uno de soda nomás nomás,pedido_con_productos,si,pedido multi-item menu real
648,B_pedido_nl,pedido_producto,ponme bebida plis,pedido_con_productos,parcial,solo categoria sin nombre exacto
649,B_pedido_nl,pedido_producto,oye ponme 2x hawaiana + 1 cocacolas plis plis,pedido_con_productos,si,pedido multi-item menu real
650,B_pedido_nl,pedido_producto,me traes 2 soda gracias,pedido_con_productos,si,pedido multi-item menu real
651,B_pedido_nl,pedido_producto,"dame oye un par de de pizza hawaiana, uno de cocacolas para llevar",pedido_con_productos,si,pedido multi-item menu real
652,B_pedido_nl,pedido_producto,me traes tres de hawaina gracias,pedido_con_productos,si,pedido multi-item menu real
653,B_pedido_nl,pedido_producto,buenas un hawaiana pizza + uno koka cola porfa porfa,pedido_con_productos,si,pedido multi-item menu real
654,B_pedido_nl,pedido_producto,hola 3×pizza hawaiiana nomás,pedido_con_productos,si,pedido multi-item menu real
655,B_pedido_nl,pedido_producto,dame voy a querer 2 pizza hawaiiana ademas 1×soda porfa plis,pedido_con_productos,si,pedido multi-item menu real
656,B_pedido_nl,pedido_producto,hola 2 x hawaina nomás,pedido_con_productos,si,pedido multi-item menu real
657,B_pedido_nl,pedido_producto,buenas par de hawaina luego 2 coca kola porfa,pedido_con_productos,si,pedido multi-item menu real
658,B_pedido_nl,pedido_producto,oye me traes uno hawaiiana + 1 coca kola porfa para llevar,pedido_con_productos,si,pedido multi-item menu real
659,B_pedido_nl,pedido_producto,voy a querer quisiera 3 de hawaiiana ; un par de de coca kola plis,pedido_con_productos,si,pedido multi-item menu real
660,B_pedido_nl,pedido_producto,ponme 1×hawaianas ; 1 cocacola plis,pedido_con_productos,si,pedido multi-item menu real
661,B_pedido_nl,pedido_producto,voy a querer una pizza gracias,pedido_con_productos,parcial,solo categoria sin nombre exacto
662,B_pedido_nl,pedido_producto,quisiera hola 1 hawaiiana y dos de 2 cocacolas gracias gracias,pedido_con_productos,si,pedido multi-item menu real
663,B_pedido_nl,pedido_producto,necesito 2 piza hawaiana plis,pedido_con_productos,si,pedido multi-item menu real
664,B_pedido_nl,pedido_producto,quisiera tres de hawaiano nomás,pedido_con_productos,si,pedido multi-item menu real
665,B_pedido_nl,pedido_producto,2 de pizza hawaiiana plis,pedido_con_productos,si,pedido multi-item menu real
666,B_pedido_nl,pedido_producto,"necesito necesito 3 pizza hawaiiana, 1x cocacola porfa nomás",pedido_con_productos,si,pedido multi-item menu real
667,B_pedido_nl,pedido_producto,me traes una bebida nomás,pedido_con_productos,parcial,solo categoria sin nombre exacto
668,B_pedido_nl,pedido_producto,quiero tres de hawaianas + 2 de koka cola para llevar plis,pedido_con_productos,si,pedido multi-item menu real
669,B_pedido_nl,pedido_producto,dame un par de cocacola,pedido_con_productos,si,pedido multi-item menu real
670,B_pedido_nl,pedido_producto,ponme pizza porfa,pedido_con_productos,parcial,solo categoria sin nombre exacto
671,B_pedido_nl,pedido_producto,buenas 1 hawaianas ademas uno de una cocacola para llevar,pedido_con_productos,si,pedido multi-item menu real
672,B_pedido_nl,pedido_producto,buenas buenas 2 x piza hawaiana ; un cocacola nomás,pedido_con_productos,si,pedido multi-item menu real
673,B_pedido_nl,pedido_producto,oye voy a querer 2×hawaiano y 2 cocacola gracias,pedido_con_productos,si,pedido multi-item menu real
674,B_pedido_nl,pedido_producto,voy a querer par de de hawaiana porfa,pedido_con_productos,si,pedido multi-item menu real
675,B_pedido_nl,pedido_producto,buenas 2 cocacola porfa,pedido_con_productos,si,pedido multi-item menu real
676,B_pedido_nl,pedido_producto,me traes refresco porfa,pedido_con_productos,parcial,solo categoria sin nombre exacto
677,B_pedido_nl,pedido_producto,porfa 4 x hawaiiana plis,pedido_con_productos,si,pedido multi-item menu real
678,B_pedido_nl,pedido_producto,quiero dame tres de hawaiana ademas 1x cocacolas porfa porfa,pedido_con_productos,si,pedido multi-item menu real
679,B_pedido_nl,pedido_producto,"quisiera voy a querer 1 hawaiana pizza, 1 de refresco plis",pedido_con_productos,si,pedido multi-item menu real
680,B_pedido_nl,pedido_producto,quiero oye 1 pizza hawaiana tambien 2 coca cola nomás gracias,pedido_con_productos,si,pedido multi-item menu real
681,B_pedido_nl,pedido_producto,oye necesito un par de pizza hawaiana y 2 cocacolas porfa plis,pedido_con_productos,si,pedido multi-item menu real
682,B_pedido_nl,pedido_producto,dame un par de de hawaiana pizza para llevar,pedido_con_productos,si,pedido multi-item menu real
683,B_pedido_nl,pedido_producto,necesito porfa 3 una hawaiana tambien 1 soda para llevar plis,pedido_con_productos,si,pedido multi-item menu real
684,B_pedido_nl,pedido_producto,hola 3 hawaianas para llevar,pedido_con_productos,si,pedido multi-item menu real
685,B_pedido_nl,pedido_producto,me traes una soda porfa,pedido_con_productos,si,pedido multi-item menu real
686,B_pedido_nl,pedido_producto,quisiera una de 2 cocacolas gracias,pedido_con_productos,si,pedido multi-item menu real
687,B_pedido_nl,pedido_producto,me traes quiero 1 x pizza hawaiana + 1 soda gracias,pedido_con_productos,si,pedido multi-item menu real
688,B_pedido_nl,pedido_producto,"quisiera hola 1 de hawaiiana, 1 refresco",pedido_con_productos,si,pedido multi-item menu real
689,B_pedido_nl,pedido_producto,voy a querer oye 2 x pizza hawaiiana tambien un par de soda plis para llevar,pedido_con_productos,si,pedido multi-item menu real
690,B_pedido_nl,pedido_producto,dame 4 x la hawaiana plis,pedido_con_productos,si,pedido multi-item menu real
691,B_pedido_nl,pedido_producto,ponme algo de bebida para llevar,pedido_con_productos,parcial,solo categoria sin nombre exacto
692,B_pedido_nl,pedido_producto,hola 3 pizza hawaiana porfa,pedido_con_productos,si,pedido multi-item menu real
693,B_pedido_nl,pedido_producto,algo de bebida,pedido_con_productos,parcial,solo categoria sin nombre exacto
694,B_pedido_nl,pedido_producto,"hola voy a querer un par de hawaiana pizza, par de una cocacola porfa plis",pedido_con_productos,si,pedido multi-item menu real
695,B_pedido_nl,pedido_producto,me traes refresco,pedido_con_productos,parcial,solo categoria sin nombre exacto
696,B_pedido_nl,pedido_producto,oye 3 de hawaiana gracias,pedido_con_productos,si,pedido multi-item menu real
697,B_pedido_nl,pedido_producto,quisiera una pizza,pedido_con_productos,parcial,solo categoria sin nombre exacto
698,B_pedido_nl,pedido_producto,voy a querer 2 refresco nomás,pedido_con_productos,si,pedido multi-item menu real
699,B_pedido_nl,pedido_producto,porfa quiero 1x la hawaiana | 1×coca porfa,pedido_con_productos,si,pedido multi-item menu real
700,B_pedido_nl,pedido_producto,oye refresco,pedido_con_productos,parcial,solo categoria sin nombre exacto
701,B_pedido_nl,pedido_producto,dame un de la hawaiana tambien par de de 2 cocacolas plis nomás,pedido_con_productos,si,pedido multi-item menu real
702,B_pedido_nl,pedido_producto,hola 1 coca porfa,pedido_con_productos,si,pedido multi-item menu real
703,B_pedido_nl,pedido_producto,voy a querer par de una hawaiana para llevar,pedido_con_productos,si,pedido multi-item menu real
704,B_pedido_nl,pedido_producto,ponme un par de refresco gracias,pedido_con_productos,si,pedido multi-item menu real
705,B_pedido_nl,pedido_producto,quisiera dos hawaiana pizza para llevar,pedido_con_productos,si,pedido multi-item menu real
706,B_pedido_nl,pedido_producto,porfa quiero 1x hawaiana pizza luego 1 coca kola gracias porfa,pedido_con_productos,si,pedido multi-item menu real
707,B_pedido_nl,pedido_producto,hola bebida para llevar,pedido_con_productos,parcial,solo categoria sin nombre exacto
708,B_pedido_nl,pedido_producto,dame voy a querer 3 hawaiana | 1 de cocacola para llevar plis,pedido_con_productos,si,pedido multi-item menu real
709,B_pedido_nl,pedido_producto,quiero necesito 3 hawaiano y 2x koka cola plis para llevar,pedido_con_productos,si,pedido multi-item menu real
710,B_pedido_nl,pedido_producto,dame hola 3 de piza hawaiana luego uno de una cocacola porfa plis,pedido_con_productos,si,pedido multi-item menu real
711,B_pedido_nl,pedido_producto,buenas una bebida nomás,pedido_con_productos,parcial,solo categoria sin nombre exacto
712,B_pedido_nl,pedido_producto,dame porfa un de hawaiana pizza tambien 1×cocacola nomás para llevar,pedido_con_productos,si,pedido multi-item menu real
713,B_pedido_nl,pedido_producto,porfa 4 hawaiana gracias,pedido_con_productos,si,pedido multi-item menu real
714,B_pedido_nl,pedido_producto,dame me traes 1 hawaina ; una de coca kola gracias,pedido_con_productos,si,pedido multi-item menu real
715,B_pedido_nl,pedido_producto,voy a querer me traes 1 x pizza hawaiana | uno de refresco nomás nomás,pedido_con_productos,si,pedido multi-item menu real
716,B_pedido_nl,pedido_producto,quiero 4 x piza hawaiana gracias,pedido_con_productos,si,pedido multi-item menu real
717,B_pedido_nl,pedido_producto,hola oye un par de pizza hawaiiana ademas 1 soda gracias nomás,pedido_con_productos,si,pedido multi-item menu real
718,B_pedido_nl,pedido_producto,uno refresco para llevar,pedido_con_productos,si,pedido multi-item menu real
719,B_pedido_nl,pedido_producto,buenas 3×hawaiiana plis,pedido_con_productos,si,pedido multi-item menu real
720,B_pedido_nl,pedido_producto,quiero necesito un de la hawaiana y 1×coca kola nomás porfa,pedido_con_productos,si,pedido multi-item menu real
721,B_pedido_nl,pedido_producto,porfa algo de pizza,pedido_con_productos,parcial,solo categoria sin nombre exacto
722,B_pedido_nl,pedido_producto,buenas 2 x soda nomás,pedido_con_productos,si,pedido multi-item menu real
723,B_pedido_nl,pedido_producto,me traes tres hawaiiana,pedido_con_productos,si,pedido multi-item menu real
724,B_pedido_nl,pedido_producto,quiero una una cocacola para llevar,pedido_con_productos,si,pedido multi-item menu real
725,B_pedido_nl,pedido_producto,quisiera me traes 3 pizza hawaiana + una refresco nomás,pedido_con_productos,si,pedido multi-item menu real
726,B_pedido_nl,pedido_producto,porfa un par de cocacola plis,pedido_con_productos,si,pedido multi-item menu real
727,B_pedido_nl,pedido_producto,me traes un par de hawaiana porfa,pedido_con_productos,si,pedido multi-item menu real
728,B_pedido_nl,pedido_producto,voy a querer oye 1 x piza hawaiana | 1x koka cola plis gracias,pedido_con_productos,si,pedido multi-item menu real
729,B_pedido_nl,pedido_producto,quisiera 2 hawaina porfa,pedido_con_productos,si,pedido multi-item menu real
730,B_pedido_nl,pedido_producto,ponme ponme 3 hawaiiana ; un soda para llevar,pedido_con_productos,si,pedido multi-item menu real
731,B_pedido_nl,pedido_producto,necesito hola 1x hawaina y una de koka cola plis gracias,pedido_con_productos,si,pedido multi-item menu real
732,B_pedido_nl,pedido_producto,buenas quisiera dos de hawaiano y 2 refresco plis gracias,pedido_con_productos,si,pedido multi-item menu real
733,B_pedido_nl,pedido_producto,porfa 1 la hawaiana porfa,pedido_con_productos,si,pedido multi-item menu real
734,B_pedido_nl,pedido_producto,oye hola 2 hawaiiana | 1 coca kola porfa porfa,pedido_con_productos,si,pedido multi-item menu real
735,B_pedido_nl,pedido_producto,oye voy a querer 2 pizza hawaiiana tambien 1 de cocacola nomás para llevar,pedido_con_productos,si,pedido multi-item menu real
736,B_pedido_nl,pedido_producto,dame uno de 2 cocacolas plis,pedido_con_productos,si,pedido multi-item menu real
737,B_pedido_nl,pedido_producto,porfa un pizza hawaiiana y 2x cocacola para llevar para llevar,pedido_con_productos,si,pedido multi-item menu real
738,B_pedido_nl,pedido_producto,oye par de de refresco porfa,pedido_con_productos,si,pedido multi-item menu real
739,B_pedido_nl,pedido_producto,porfa oye 1 hawaianas | 1×2 cocacolas para llevar porfa,pedido_con_productos,si,pedido multi-item menu real
740,B_pedido_nl,pedido_producto,quiero un par de pizza hawaiana,pedido_con_productos,si,pedido multi-item menu real
741,B_pedido_nl,pedido_producto,porfa voy a querer tres pizza hawaiana y un de cocacolas gracias nomás,pedido_con_productos,si,pedido multi-item menu real
742,B_pedido_nl,pedido_producto,"buenas oye un par de de hawaiiana, 2 cocacola para llevar porfa",pedido_con_productos,si,pedido multi-item menu real
743,B_pedido_nl,pedido_producto,quisiera pizza gracias,pedido_con_productos,parcial,solo categoria sin nombre exacto
744,B_pedido_nl,pedido_producto,buenas 3 la hawaiana + dos refresco gracias,pedido_con_productos,si,pedido multi-item menu real
745,B_pedido_nl,pedido_producto,dame una bebida nomás,pedido_con_productos,parcial,solo categoria sin nombre exacto
746,B_pedido_nl,pedido_producto,oye una hawaiana,pedido_con_productos,si,pedido multi-item menu real
747,B_pedido_nl,pedido_producto,voy a querer dame 2x hawaiano | una 2 cocacolas para llevar porfa,pedido_con_productos,si,pedido multi-item menu real
748,B_pedido_nl,pedido_producto,"voy a querer quisiera uno hawaiana, 1×cocacola nomás para llevar",pedido_con_productos,si,pedido multi-item menu real
749,B_pedido_nl,pedido_producto,quiero necesito 2×hawaina | uno de cocacola nomás nomás,pedido_con_productos,si,pedido multi-item menu real
750,B_pedido_nl,pedido_producto,necesito porfa 2x hawaiana y 1x koka cola porfa gracias,pedido_con_productos,si,pedido multi-item menu real
751,B_pedido_nl,pedido_producto,buenas bebida nomás,pedido_con_productos,parcial,solo categoria sin nombre exacto
752,B_pedido_nl,pedido_producto,buenas 3 x hawaiiana para llevar,pedido_con_productos,si,pedido multi-item menu real
753,B_pedido_nl,pedido_producto,hola 2 de hawaiano gracias,pedido_con_productos,si,pedido multi-item menu real
754,B_pedido_nl,pedido_producto,quiero buenas dos hawaiana | una de 2 cocacolas plis,pedido_con_productos,si,pedido multi-item menu real
755,B_pedido_nl,pedido_producto,quisiera quisiera 3 de piza hawaiana | 1 coca cola para llevar gracias,pedido_con_productos,si,pedido multi-item menu real
756,B_pedido_nl,pedido_producto,hola oye 1 la hawaiana + uno de cocacola gracias nomás,pedido_con_productos,si,pedido multi-item menu real
757,B_pedido_nl,pedido_producto,dame hola 3x hawaiana ademas 1 de coca kola gracias,pedido_con_productos,si,pedido multi-item menu real
758,B_pedido_nl,pedido_producto,quiero buenas 3 x hawaiano ademas dos coca para llevar porfa,pedido_con_productos,si,pedido multi-item menu real
759,B_pedido_nl,pedido_producto,algo de bebida gracias,pedido_con_productos,parcial,solo categoria sin nombre exacto
760,B_pedido_nl,pedido_producto,quiero 1x coca cola porfa,pedido_con_productos,si,pedido multi-item menu real
761,B_pedido_nl,pedido_producto,me traes algo de pizza para llevar,pedido_con_productos,parcial,solo categoria sin nombre exacto
762,B_pedido_nl,pedido_producto,quisiera 1 x una cocacola,pedido_con_productos,si,pedido multi-item menu real
763,B_pedido_nl,pedido_producto,quiero porfa 3 piza hawaiana ademas una soda nomás porfa,pedido_con_productos,si,pedido multi-item menu real
764,B_pedido_nl,pedido_producto,ponme 1 hawaiiana ademas un cocacola gracias,pedido_con_productos,si,pedido multi-item menu real
765,B_pedido_nl,pedido_producto,buenas 1×2 cocacolas para llevar,pedido_con_productos,si,pedido multi-item menu real
766,B_pedido_nl,pedido_producto,quiero uno de cocacola nomás,pedido_con_productos,si,pedido multi-item menu real
767,B_pedido_nl,pedido_producto,dame 1 x cocacola plis,pedido_con_productos,si,pedido multi-item menu real
768,B_pedido_nl,pedido_producto,buenas 2 hawaiana pizza tambien un de coca cola nomás para llevar,pedido_con_productos,si,pedido multi-item menu real
769,B_pedido_nl,pedido_producto,necesito un de cocacola porfa,pedido_con_productos,si,pedido multi-item menu real
770,B_pedido_nl,pedido_producto,buenas me traes 2 hawaiiana tambien par de cocacola gracias para llevar,pedido_con_productos,si,pedido multi-item menu real
771,B_pedido_nl,pedido_producto,2×una cocacola gracias,pedido_con_productos,si,pedido multi-item menu real
772,B_pedido_nl,pedido_producto,me traes un par de de una cocacola plis,pedido_con_productos,si,pedido multi-item menu real
773,B_pedido_nl,pedido_producto,"dame ponme tres hawaiana, uno soda gracias",pedido_con_productos,si,pedido multi-item menu real
774,B_pedido_nl,pedido_producto,voy a querer ponme 2 de pizza hawaiana tambien 1 cocacola para llevar,pedido_con_productos,si,pedido multi-item menu real
775,B_pedido_nl,pedido_producto,me traes 1 x una cocacola para llevar,pedido_con_productos,si,pedido multi-item menu real
776,B_pedido_nl,pedido_producto,hola una de hawaiana plis,pedido_con_productos,si,pedido multi-item menu real
777,B_pedido_nl,pedido_producto,voy a querer una pizza porfa,pedido_con_productos,parcial,solo categoria sin nombre exacto
778,B_pedido_nl,pedido_producto,quiero un refresco gracias,pedido_con_productos,si,pedido multi-item menu real
779,B_pedido_nl,pedido_producto,"porfa hola dos hawaiana pizza, par de de cocacola gracias nomás",pedido_con_productos,si,pedido multi-item menu real
780,B_pedido_nl,pedido_producto,me traes una pizza plis,pedido_con_productos,parcial,solo categoria sin nombre exacto
781,B_pedido_nl,pedido_producto,voy a querer necesito una de hawaina luego 1 cocacola plis,pedido_con_productos,si,pedido multi-item menu real
782,B_pedido_nl,pedido_producto,"me traes voy a querer 2 de hawaiana, una de una cocacola nomás nomás",pedido_con_productos,si,pedido multi-item menu real
783,B_pedido_nl,pedido_producto,buenas oye 1 hawaiano tambien 1 x 2 cocacolas nomás,pedido_con_productos,si,pedido multi-item menu real
784,B_pedido_nl,pedido_producto,ponme hola un hawaianas y 2 x cocacolas para llevar plis,pedido_con_productos,si,pedido multi-item menu real
785,B_pedido_nl,pedido_producto,"oye oye un de hawaiana, un de cocacola para llevar gracias",pedido_con_productos,si,pedido multi-item menu real
786,B_pedido_nl,pedido_producto,me traes quiero un par de de pizza hawaiiana luego 1 x cocacola gracias nomás,pedido_con_productos,si,pedido multi-item menu real
787,B_pedido_nl,pedido_producto,me traes 2 de coca cola para llevar,pedido_con_productos,si,pedido multi-item menu real
788,B_pedido_nl,pedido_producto,quiero porfa un par de de hawaiano luego 2 x refresco gracias plis,pedido_con_productos,si,pedido multi-item menu real
789,B_pedido_nl,pedido_producto,quisiera voy a querer 3 hawaiana pizza | una coca kola para llevar,pedido_con_productos,si,pedido multi-item menu real
790,B_pedido_nl,pedido_producto,dame 2×hawaiiana nomás,pedido_con_productos,si,pedido multi-item menu real
791,B_pedido_nl,pedido_producto,dos hawaina ademas 2 coca kola gracias plis,pedido_con_productos,si,pedido multi-item menu real
792,B_pedido_nl,pedido_producto,me traes me traes 3 hawaiiana tambien 1 cocacola plis,pedido_con_productos,si,pedido multi-item menu real
793,B_pedido_nl,pedido_producto,necesito 2 2 cocacolas,pedido_con_productos,si,pedido multi-item menu real
794,B_pedido_nl,pedido_producto,"porfa ponme 3 hawaiiana, 1 coca cola gracias porfa",pedido_con_productos,si,pedido multi-item menu real
795,B_pedido_nl,pedido_producto,"necesito 1 pizza hawaiana, uno de cocacolas plis",pedido_con_productos,si,pedido multi-item menu real
796,B_pedido_nl,pedido_producto,oye 3 hawaiana ; 1 2 cocacolas para llevar para llevar,pedido_con_productos,si,pedido multi-item menu real
797,B_pedido_nl,pedido_producto,quisiera voy a querer tres de una hawaiana | un par de de coca cola,pedido_con_productos,si,pedido multi-item menu real
798,B_pedido_nl,pedido_producto,buenas un par de hawaina plis,pedido_con_productos,si,pedido multi-item menu real
799,B_pedido_nl,pedido_producto,buenas 2 refresco,pedido_con_productos,si,pedido multi-item menu real
800,B_pedido_nl,pedido_producto,voy a querer 4x pizza hawaiana,pedido_con_productos,si,pedido multi-item menu real
801,B_pedido_nl,pedido_producto,quisiera 2 coca para llevar,pedido_con_productos,si,pedido multi-item menu real
802,B_pedido_nl,pedido_producto,2 de hawaina y 1 refresco nomás,pedido_con_productos,si,pedido multi-item menu real
803,B_pedido_nl,pedido_producto,hola quisiera 2 x hawaiana + 1 coca plis,pedido_con_productos,si,pedido multi-item menu real
804,B_pedido_nl,pedido_producto,hola 2 de refresco porfa,pedido_con_productos,si,pedido multi-item menu real
805,B_pedido_nl,pedido_producto,"buenas dame 1 hawaianas, un par de cocacola plis para llevar",pedido_con_productos,si,pedido multi-item menu real
806,B_pedido_nl,pedido_producto,buenas 2 de coca nomás,pedido_con_productos,si,pedido multi-item menu real
807,B_pedido_nl,pedido_producto,hola ponme un par de pizza hawaiiana + un de coca kola gracias,pedido_con_productos,si,pedido multi-item menu real
808,B_pedido_nl,pedido_producto,necesito 1 coca cola porfa,pedido_con_productos,si,pedido multi-item menu real
809,B_pedido_nl,pedido_producto,voy a querer 3 pizza hawaiana porfa,pedido_con_productos,si,pedido multi-item menu real
810,B_pedido_nl,pedido_producto,"quiero me traes 3 hawaiana pizza, 2 cocacolas plis plis",pedido_con_productos,si,pedido multi-item menu real
811,B_pedido_nl,pedido_producto,"me traes porfa 2 hawaiiana, 1 coca gracias plis",pedido_con_productos,si,pedido multi-item menu real
812,B_pedido_nl,pedido_producto,quisiera 1 de refresco plis,pedido_con_productos,si,pedido multi-item menu real
813,B_pedido_nl,pedido_producto,"oye oye 2×hawaiana, 2 cocacola nomás nomás",pedido_con_productos,si,pedido multi-item menu real
814,B_pedido_nl,pedido_producto,me traes un par de pizza hawaiana nomás,pedido_con_productos,si,pedido multi-item menu real
815,B_pedido_nl,pedido_producto,voy a querer ponme 1x una hawaiana luego par de refresco nomás plis,pedido_con_productos,si,pedido multi-item menu real
816,B_pedido_nl,pedido_producto,bebida nomás,pedido_con_productos,parcial,solo categoria sin nombre exacto
817,B_pedido_nl,pedido_producto,refresco plis,pedido_con_productos,parcial,solo categoria sin nombre exacto
818,B_pedido_nl,pedido_producto,quisiera porfa 2 hawaiana pizza | par de de coca cola plis porfa,pedido_con_productos,si,pedido multi-item menu real
819,B_pedido_nl,pedido_producto,ponme 2x pizza hawaiana porfa,pedido_con_productos,si,pedido multi-item menu real
820,B_pedido_nl,pedido_producto,dame 4 una hawaiana porfa,pedido_con_productos,si,pedido multi-item menu real
821,B_pedido_nl,pedido_producto,2 x 2 cocacolas gracias,pedido_con_productos,si,pedido multi-item menu real
822,B_pedido_nl,pedido_producto,necesito dos de refresco porfa,pedido_con_productos,si,pedido multi-item menu real
823,B_pedido_nl,pedido_producto,buenas un par de hawaiana pizza ademas uno de soda nomás,pedido_con_productos,si,pedido multi-item menu real
824,B_pedido_nl,pedido_producto,hola 1×cocacola plis,pedido_con_productos,si,pedido multi-item menu real
825,B_pedido_nl,pedido_producto,1 hawaianas,pedido_con_productos,si,pedido multi-item menu real
